ID_Firm;Firm_Name;Year -1;Industry;ESG-Score;E-Score;S-Score;G-Score;TRJAN;TRFEB;TRMRZ;TRAPR;TRMAI;TRJUN;TRJUL;TRAUG;TRSEP;TROKT;TRNOV;TRDEZ;YEARTR;MRJAN;MRFEB;MRMRZ;MRAPR;MRMAI;MRJUN;MRJUL;MRAUG;MRSEP;MROKT;MRNOV;MRDEZ;SMBJAN;SMBFEB;SMBMRZ;SMBAPR;SMBMAI;SMBJUN;SMBJUL;SMBAUG;SMBSEP;SMBOKT;SMBNOV;SMBDEZ;HMLJAN;HMLFEB;HMLMRZ;HMLAPR;HMLMAI;HMLJUN;HMLJUL;HMLAUG;HMLSEP;HMLOKT;HMLNOV;HMLDEZ;MOMJAN;MOMFEB;MOMMRZ;MOMAPR;MOMMAI;MOMJUN;MOMJUL;MOMAUG;MOMSEP;MOMOKT;MOMNOV;MOMDEZ;YEARMR;YEARSMB;YEARHML;YEARMOM
15;AbbVie Inc;2015;Pharmaceuticals;69.12978268;24.03431373;30.37009804;14.72537092;-6.294007012;-0.528233152;4.596227797;8.050391812;3.163934426;-1.275713601;7.919316009;-3.216065226;-1.698877805;-10.73500122;5.555555555;2.993421053;8.530948637;-3.11;6.13;-1.12;0.59;1.36;-1.53;1.54;-6.04;-3.08;7.75;0.56;-2.17;-0.56;0.48;3.02;-2.97;0.87;2.83;-4.14;0.48;-2.64;-1.97;3.64;-2.82;-3.47;-1.79;-0.46;1.86;-1.37;-0.79;-4.12;2.68;0.52;-0.08;-0.52;-2.58;3.87;-2.84;2.98;-7.37;6.01;3.04;10.28;-2.07;5.32;-3.97;2.28;3.44;0.073333333;-0.315;-0.843333333;1.7475
15;AbbVie Inc;2016;Pharmaceuticals;77.12957986;27.16972477;32.07568807;17.88416702;-1.389833973;3.066666666;5.368693405;1.737779773;0.121322415;9.830354438;-2.72726568;7.709912744;20.21103896;2.275274851;6.552330694;-0.216673545;52.53960075;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
49;Advanced Micro Devices Inc;2007;Semiconductors & Semiconductor Equipment;68.01503414;28.54901961;29.57352941;9.892485119;1.866666668;-5.256241788;-18.30790569;0.84602369;15.43624161;-15.26162791;-27.78730703;49.40617577;-16.53418124;-33.33333333;-33.70786517;-8.474576274;-91.10793069;1.4;-1.96;0.68;3.49;3.24;-1.96;-3.73;0.92;3.22;1.8;-4.83;-0.87;0.1;1.32;-0.06;-2.06;0.03;0.77;-2.51;-0.13;-2.29;0.22;-2.63;0.2;-0.11;-0.09;-0.22;-1.15;-0.05;-1.13;-3.34;-2.24;-1.87;-2.59;-1.18;-0.52;0.21;-1.35;2.47;-0.16;-0.26;0.38;2.8;0.11;4.59;4.96;0.93;6.52;0.116666667;-0.586666667;-1.2075;1.766666667
49;Advanced Micro Devices Inc;2008;Semiconductors & Semiconductor Equipment;66.26032864;25.19166667;29.77083333;11.29782864;1.388888888;-7.234042552;39.90825688;13.1661442;25.76177285;-14.75770925;-5.426356589;19.12568306;26.62192394;-18.72791519;52.39130435;38.08844508;170.3063957;-6.36;-3.09;-0.93;4.6;1.86;-8.44;-0.77;1.53;-9.24;-17.23;-7.86;1.74;-0.89;-0.23;0.94;-1.64;3.22;1.27;2.47;3.61;-1.13;-2.34;-2.99;3.59;3.65;-0.95;-0.15;-0.96;-1.38;-2.43;5.81;1.56;6.33;-2.9;-5.94;-0.24;-7.89;6.14;4.1;-0.2;3.21;12.54;-5.15;-4.05;0.35;7.79;7.11;-5.07;-3.6825;0.49;0.2;1.573333333
49;Advanced Micro Devices Inc;2009;Semiconductors & Semiconductor Equipment;67.04577206;25.05882353;29.24632353;12.740625;-22.9338843;0.38071066;17.19342604;-2.265372169;-5.40838852;-14.58576429;2.322404372;-24.96662216;23.01038062;3.094233474;-0.545702593;12.2085048;-12.49607406;-8.12;-10.1;8.95;10.19;5.21;0.43;7.72;3.33;4.08;-2.59;5.56;2.75;-0.01;0.16;-0.08;4.83;-2.33;2.61;2.07;-0.9;2.45;-4.23;-2.49;6.11;-11.1;-7.25;3.52;5.46;-0.21;-2.71;5.27;7.76;0.92;-4.18;-0.17;0.01;-1.83;4.18;-11.38;-34.39;-12.44;5.29;-5.36;-8.84;-4.93;2.65;0.29;2.91;2.284166667;0.6825;-0.223333333;-5.320833333
49;Advanced Micro Devices Inc;2010;Semiconductors & Semiconductor Equipment;78.90579882;25.046875;31.6484375;22.21048632;-4.278728605;22.96395194;-6.623235614;3.526734925;-4.615384617;-17.66784452;5.007153076;-6.948228882;-25.73099415;14.76377953;-4.208754208;-5.096660809;-28.90821195;-3.36;3.4;6.31;2;-7.89;-5.56;6.93;-4.77;9.54;3.88;0.6;6.82;0.38;1.21;1.43;4.98;0.05;-1.98;0.17;-3;3.92;1.14;3.71;0.69;0.31;3.17;2.1;2.81;-2.38;-4.5;-0.26;-1.96;-3.12;-2.59;-0.9;3.82;-5.38;3.6;3.66;3.22;-0.13;-3;1.88;-0.19;1.35;1.64;2.53;-3.19;1.491666667;1.058333333;-0.291666667;0.499166667
49;Advanced Micro Devices Inc;2011;Semiconductors & Semiconductor Equipment;75.16036394;26.12903226;31.1344086;17.89692308;24.25925926;7.771260998;9.115646257;-8.229426433;-17.39130435;-6.829268291;-29.14485166;-8.374384236;-8.918918918;-39.16913947;6.280193235;9.090909091;-61.54002451;1.99;3.49;0.45;2.9;-1.27;-1.75;-2.36;-5.99;-7.59;11.35;-0.28;0.74;-2.46;1.52;2.6;-0.35;-0.71;-0.17;-1.3;-3.06;-3.49;3.41;-0.17;-0.71;0.83;1.08;-1.57;-2.53;-2.07;-0.33;-1.23;-2.44;-1.46;-0.17;-0.34;1.75;-0.32;2.03;3.51;0.07;-0.56;1.78;0.08;-0.31;-2.55;-1.42;3.99;1.94;0.14;-0.4075;-0.706666667;0.686666667
49;Advanced Micro Devices Inc;2012;Semiconductors & Semiconductor Equipment;72.24026283;25.03723404;26.07712766;21.12590113;8.333333333;-11.70212766;2.409638555;10.58823529;41.84397163;0.990099012;-7.598039217;-13.26259947;16.20795107;-12.10526316;10.3030303;6.318681317;52.326911;5.05;4.42;3.11;-0.85;-6.19;3.89;0.79;2.55;2.73;-1.76;0.78;1.18;2.15;-1.75;-0.6;-0.51;0.02;0.77;-2.59;0.42;0.51;-1.14;0.58;1.47;-1.11;0.09;0.87;-0.46;-0.62;0.44;-0.26;1.32;1.54;3.79;-0.96;3.56;-7.97;-0.3;1.5;3.83;6.6;-1.12;3.07;-2.49;-1.02;0.1;0.38;-2.97;1.308333333;-0.055833333;0.683333333;-0.0325
49;Advanced Micro Devices Inc;2013;Semiconductors & Semiconductor Equipment;77.77109271;25.51052632;28.09736842;24.16319797;-11.36950904;4.802259889;8.086253368;5.412371134;-2.200488996;4.750000002;-6.682577566;6.649616369;-18.22541967;-17.88856305;1.454545454;-4.301075269;-29.51258737;5.57;1.29;1.29;1.55;2.8;-1.2;5.65;-2.71;3.77;4.18;3.12;2.81;0.39;-0.45;-0.45;-2.42;1.67;1.22;1.86;0.3;2.93;-1.49;1.24;-0.5;0.95;0.03;0.03;0.63;2.6;-0.18;0.56;-2.78;-1.19;1.14;0.24;-0.31;-1.88;1.31;1.31;0.25;-1.8;0.59;1.74;0.05;2.97;0.16;0.4;0.07;2.343333333;0.358333333;0.143333333;0.430833333
49;Advanced Micro Devices Inc;2014;Semiconductors & Semiconductor Equipment;75.42434961;26.24742268;29;20.17692693;-3.745318353;18.25095057;-13.82636656;-16.2962963;0.884955753;5.263157894;-19.58333333;-6.21761658;-7.027027025;23.25581395;11.32075471;21.61016949;13.88984423;-3.32;4.65;0.43;-0.19;2.06;2.61;-2.04;4.24;-1.97;2.52;2.55;-0.06;0.86;0.32;-1.89;-4.25;-1.85;3.07;-4.24;0.36;-3.83;4.23;-2.09;2.54;-2.09;-0.4;5.08;1.14;-0.27;-0.74;0.01;-0.58;-1.23;-1.68;-2.99;2.06;1.72;2.08;-3.3;-3.85;1.15;0.68;-0.24;0.82;0.53;0;1.05;1.06;0.956666667;-0.564166667;-0.140833333;0.141666667
49;Advanced Micro Devices Inc;2015;Semiconductors & Semiconductor Equipment;85.31161491;27.17672414;29.72198276;28.41290801;-23.34494773;-2.727272726;33.1775701;24.12587413;28.73239437;11.73913043;33.46303502;7.871720115;-7.743658213;4.630969609;23.75;27.27272728;160.9475424;-3.11;6.13;-1.12;0.59;1.36;-1.53;1.54;-6.04;-3.08;7.75;0.56;-2.17;-0.56;0.48;3.02;-2.97;0.87;2.83;-4.14;0.48;-2.64;-1.97;3.64;-2.82;-3.47;-1.79;-0.46;1.86;-1.37;-0.79;-4.12;2.68;0.52;-0.08;-0.52;-2.58;3.87;-2.84;2.98;-7.37;6.01;3.04;10.28;-2.07;5.32;-3.97;2.28;3.44;0.073333333;-0.315;-0.843333333;1.7475
49;Advanced Micro Devices Inc;2016;Semiconductors & Semiconductor Equipment;81.8227567;27.72177419;29.57258065;24.52840187;-8.55379189;35.52014995;0.622406638;-5.338078291;-15.86466165;12.23021583;9.054487177;-4.481998532;0.631412785;-13.84313726;2.17659E-09;-5.601469237;4.375535523;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
51;AECOM;2012;Construction & Engineering;;27.54819277;;;7.436974788;17.48062015;8.215110527;-11.37195122;5.916752667;2.581477896;6.637307332;-14.07079646;7.346378305;1.630956188;-9.498598569;1.273227803;23.57745941;5.05;4.42;3.11;-0.85;-6.19;3.89;0.79;2.55;2.73;-1.76;0.78;1.18;2.15;-1.75;-0.6;-0.51;0.02;0.77;-2.59;0.42;0.51;-1.14;0.58;1.47;-1.11;0.09;0.87;-0.46;-0.62;0.44;-0.26;1.32;1.54;3.79;-0.96;3.56;-7.97;-0.3;1.5;3.83;6.6;-1.12;3.07;-2.49;-1.02;0.1;0.38;-2.97;1.308333333;-0.055833333;0.683333333;-0.0325
57;Aetna Inc;2008;Healthcare Providers & Services;71.44994409;23.31496063;27.89173228;20.24325117;8.771929825;-28.55432505;1.927105152;-6.420068027;21.67196729;-6.460044808;7.664670663;5.672969967;-4.364261168;-6.467840461;11.9826117;8.897286156;14.32200123;-6.36;-3.09;-0.93;4.6;1.86;-8.44;-0.77;1.53;-9.24;-17.23;-7.86;1.74;-0.89;-0.23;0.94;-1.64;3.22;1.27;2.47;3.61;-1.13;-2.34;-2.99;3.59;3.65;-0.95;-0.15;-0.96;-1.38;-2.43;5.81;1.56;6.33;-2.9;-5.94;-0.24;-7.89;6.14;4.1;-0.2;3.21;12.54;-5.15;-4.05;0.35;7.79;7.11;-5.07;-3.6825;0.49;0.2;1.573333333
57;Aetna Inc;2009;Healthcare Providers & Services;75.513382;24.72627737;26.12043796;24.66666667;-5.45741325;-1.218708828;17.07235745;-16.47823629;-1.319796951;-9.533607682;5.572403336;-4.057450628;17.72811918;-5.536222715;-0.679405804;3.004726535;-0.903235644;-8.12;-10.1;8.95;10.19;5.21;0.43;7.72;3.33;4.08;-2.59;5.56;2.75;-0.01;0.16;-0.08;4.83;-2.33;2.61;2.07;-0.9;2.45;-4.23;-2.49;6.11;-11.1;-7.25;3.52;5.46;-0.21;-2.71;5.27;7.76;0.92;-4.18;-0.17;0.01;-1.83;4.18;-11.38;-34.39;-12.44;5.29;-5.36;-8.84;-4.93;2.65;0.29;2.91;2.284166667;0.6825;-0.223333333;-5.320833333
57;Aetna Inc;2010;Healthcare Providers & Services;69.77641626;24.84768212;25.66556291;19.26317123;7.964601768;13.38391502;0.187366168;10.49141763;5.558240695;1.147052076;-5.57133786;-3.518920222;-9.011264078;9.829545839;2.928870293;0.884744142;34.27423147;-3.36;3.4;6.31;2;-7.89;-5.56;6.93;-4.77;9.54;3.88;0.6;6.82;0.38;1.21;1.43;4.98;0.05;-1.98;0.17;-3;3.92;1.14;3.71;0.69;0.31;3.17;2.1;2.81;-2.38;-4.5;-0.26;-1.96;-3.12;-2.59;-0.9;3.82;-5.38;3.6;3.66;3.22;-0.13;-3;1.88;-0.19;1.35;1.64;2.53;-3.19;1.491666667;1.058333333;-0.291666667;0.499166667
57;Aetna Inc;2011;Healthcare Providers & Services;73.65910256;24.35333333;23.59833333;25.7074359;3.98923801;7.667510938;7.271171942;-11.87864033;-7.152588555;-6.262088976;-6.558081821;6.516916253;2.06185567;10.81116258;-2.063492064;7.200740914;11.60370455;1.99;3.49;0.45;2.9;-1.27;-1.75;-2.36;-5.99;-7.59;11.35;-0.28;0.74;-2.46;1.52;2.6;-0.35;-0.71;-0.17;-1.3;-3.06;-3.49;3.41;-0.17;-0.71;0.83;1.08;-1.57;-2.53;-2.07;-0.33;-1.23;-2.44;-1.46;-0.17;-0.34;1.75;-0.32;2.03;3.51;0.07;-0.56;1.78;0.08;-0.31;-2.55;-1.42;3.99;1.94;0.14;-0.4075;-0.706666667;0.686666667
57;Aetna Inc;2012;Healthcare Providers & Services;70.75333182;23.26315789;23.24506579;24.24510814;4.637905306;-4.415637028;8.328035599;12.76776049;5.118384403;1.745396319;1.310640303;-1.215521272;0.993847611;-1.757132134;10.96265293;-0.493254026;37.98307851;5.05;4.42;3.11;-0.85;-6.19;3.89;0.79;2.55;2.73;-1.76;0.78;1.18;2.15;-1.75;-0.6;-0.51;0.02;0.77;-2.59;0.42;0.51;-1.14;0.58;1.47;-1.11;0.09;0.87;-0.46;-0.62;0.44;-0.26;1.32;1.54;3.79;-0.96;3.56;-7.97;-0.3;1.5;3.83;6.6;-1.12;3.07;-2.49;-1.02;0.1;0.38;-2.97;1.308333333;-0.055833333;0.683333333;-0.0325
57;Aetna Inc;2013;Healthcare Providers & Services;72.30043487;22.92993631;24.30095541;25.06954315;-0.065483831;5.483824169;3.108238206;-3.278480757;8.53743877;4.551901999;-4.113005478;5.933187154;-1.375867529;2.174003486;8.238213398;1.82255846;31.01652805;5.57;1.29;1.29;1.55;2.8;-1.2;5.65;-2.71;3.77;4.18;3.12;2.81;0.39;-0.45;-0.45;-2.42;1.67;1.22;1.86;0.3;2.93;-1.49;1.24;-0.5;0.95;0.03;0.03;0.63;2.6;-0.18;0.56;-2.78;-1.19;1.14;0.24;-0.31;-1.88;1.31;1.31;0.25;-1.8;0.59;1.74;0.05;2.97;0.16;0.4;0.07;2.343333333;0.358333333;0.143333333;0.430833333
59;Aflac Inc;2009;Insurance;64.44147278;22.98540146;29.82846715;11.62760417;4.713513512;1.122903879;9.787664307;-5.261200966;-12.5395837;-3.679458236;15.28005625;-3.378379878;11.2760921;8.083542836;-7.347120316;9.572815535;27.63084532;-8.12;-10.1;8.95;10.19;5.21;0.43;7.72;3.33;4.08;-2.59;5.56;2.75;-0.01;0.16;-0.08;4.83;-2.33;2.61;2.07;-0.9;2.45;-4.23;-2.49;6.11;-11.1;-7.25;3.52;5.46;-0.21;-2.71;5.27;7.76;0.92;-4.18;-0.17;0.01;-1.83;4.18;-11.38;-34.39;-12.44;5.29;-5.36;-8.84;-4.93;2.65;0.29;2.91;2.284166667;0.6825;-0.223333333;-5.320833333
59;Aflac Inc;2010;Insurance;63.7476214;23.61589404;30.63907285;9.492654509;2.037923089;3.822773104;-10.32959565;6.987814165;-14.47262658;-2.75;-1.328191945;-17.46114164;-5.335861323;29.01287553;-6.368162923;-0.41436464;-16.59855882;-3.36;3.4;6.31;2;-7.89;-5.56;6.93;-4.77;9.54;3.88;0.6;6.82;0.38;1.21;1.43;4.98;0.05;-1.98;0.17;-3;3.92;1.14;3.71;0.69;0.31;3.17;2.1;2.81;-2.38;-4.5;-0.26;-1.96;-3.12;-2.59;-0.9;3.82;-5.38;3.6;3.66;3.22;-0.13;-3;1.88;-0.19;1.35;1.64;2.53;-3.19;1.491666667;1.058333333;-0.291666667;0.499166667
59;Aflac Inc;2011;Insurance;66.035;25.48;30.425;10.13;11.48867314;-3.000000333;-2.666666664;-2.06566645;-10.32519031;7.387796268;2.79408312;6.245981682;4.041720992;3.968253971;7.631647151;0.24532931;25.74596188;1.99;3.49;0.45;2.9;-1.27;-1.75;-2.36;-5.99;-7.59;11.35;-0.28;0.74;-2.46;1.52;2.6;-0.35;-0.71;-0.17;-1.3;-3.06;-3.49;3.41;-0.17;-0.71;0.83;1.08;-1.57;-2.53;-2.07;-0.33;-1.23;-2.44;-1.46;-0.17;-0.34;1.75;-0.32;2.03;3.51;0.07;-0.56;1.78;0.08;-0.31;-2.55;-1.42;3.99;1.94;0.14;-0.4075;-0.706666667;0.686666667
59;Aflac Inc;2012;Insurance;65.847612;24.72697368;29.61677632;11.503862;-0.112951807;-5.058779923;4.144144143;4.652056902;2.940287829;2.830856332;6.125258085;-5.755515048;7.26769337;4.823358607;2.640831684;0.647883079;25.14512325;5.05;4.42;3.11;-0.85;-6.19;3.89;0.79;2.55;2.73;-1.76;0.78;1.18;2.15;-1.75;-0.6;-0.51;0.02;0.77;-2.59;0.42;0.51;-1.14;0.58;1.47;-1.11;0.09;0.87;-0.46;-0.62;0.44;-0.26;1.32;1.54;3.79;-0.96;3.56;-7.97;-0.3;1.5;3.83;6.6;-1.12;3.07;-2.49;-1.02;0.1;0.38;-2.97;1.308333333;-0.055833333;0.683333333;-0.0325
59;Aflac Inc;2013;Insurance;66.39167125;25.01273885;30.11624204;11.26269036;-6.017964071;3.215119666;-1.622971286;0.095754867;-1.794446859;1.665850072;-4.032128517;3.13348432;-4.882429786;2.540772533;0.139835745;2.276912773;-5.282210543;5.57;1.29;1.29;1.55;2.8;-1.2;5.65;-2.71;3.77;4.18;3.12;2.81;0.39;-0.45;-0.45;-2.42;1.67;1.22;1.86;0.3;2.93;-1.49;1.24;-0.5;0.95;0.03;0.03;0.63;2.6;-0.18;0.56;-2.78;-1.19;1.14;0.24;-0.31;-1.88;1.31;1.31;0.25;-1.8;0.59;1.74;0.05;2.97;0.16;0.4;0.07;2.343333333;0.358333333;0.143333333;0.430833333
59;Aflac Inc;2014;Insurance;65.69052386;25.60493827;30.40740741;9.678178178;-6.564085776;9.209971769;2.827309238;-1.806853582;-0.698654382;-0.032144006;2.974276525;-7.956033014;-0.920402249;9.66798555;2.996250888;-8.185162476;1.512458483;-3.32;4.65;0.43;-0.19;2.06;2.61;-2.04;4.24;-1.97;2.52;2.55;-0.06;0.86;0.32;-1.89;-4.25;-1.85;3.07;-4.24;0.36;-3.83;4.23;-2.09;2.54;-2.09;-0.4;5.08;1.14;-0.27;-0.74;0.01;-0.58;-1.23;-1.68;-2.99;2.06;1.72;2.08;-3.3;-3.85;1.15;0.68;-0.24;0.82;0.53;0;1.05;1.06;0.956666667;-0.564166667;-0.140833333;0.141666667
