ID;Name;Year;Escore;TRYear
61;AGCO Corp;2017;20,9692029;19,78022934
63;Agios Pharmaceuticals Inc;2016;15,73295455;-0,499694352
63;Agios Pharmaceuticals Inc;2017;16,49096386;43,24046013
64;AGNC Investment Corp;2011;8,081125828;17,69115389
64;AGNC Investment Corp;2012;7,569354839;24,62688175
64;AGNC Investment Corp;2013;6,929936306;-23,09732666
64;AGNC Investment Corp;2014;6,847352025;28,40531236
64;AGNC Investment Corp;2015;7,092537313;-10,96570123
64;AGNC Investment Corp;2016;8,434931507;18,33807302
64;AGNC Investment Corp;2017;10,05208333;22,23139407
66;Aimmune Therapeutics Inc;2017;9,582568807;82,98604792
67;Air Lease Corp;2012;12,75555556;-9,92398411
67;Air Lease Corp;2013;11,84375;41,80060971
67;Air Lease Corp;2014;10,92857143;17,91000376
67;Air Lease Corp;2015;9,336734694;-1,440998787
67;Air Lease Corp;2016;10;11,80937503
67;Air Lease Corp;2017;8,643939394;38,34026218
69;Air Transport Services Group Inc;2017;4,710526316;43,44894009
70;Aircastle Ltd;2016;10,625;10,58069603
70;Aircastle Ltd;2017;11,55555556;19,18634372
71;AK Steel Holding Corp;2009;9,556603774;111,7971635
71;AK Steel Holding Corp;2010;10,21356784;-13,75908008
71;AK Steel Holding Corp;2011;18,20108696;-63,78216335
71;AK Steel Holding Corp;2012;18,15070922;-54,38342162
71;AK Steel Holding Corp;2013;24,30204778;69,91032785
71;AK Steel Holding Corp;2014;24,72222222;-7,282922114
71;AK Steel Holding Corp;2015;24,66442953;-77,50952813
71;AK Steel Holding Corp;2016;23,78013029;202,4040581
71;AK Steel Holding Corp;2017;23,93564356;-77,90308269
72;Akamai Technologies Inc;2008;14,54;-59,42434197
72;Akamai Technologies Inc;2010;11,62048193;65,54386826
72;Akamai Technologies Inc;2014;23,27155172;32,87450663
72;Akamai Technologies Inc;2015;23,68897638;-17,03219306
73;Akebia Therapeutics Inc;2017;11,64759036;54,23696372
75;Alacer Gold Corp;2010;6,505025126;103,893235
75;Alacer Gold Corp;2011;7,487318841;42,31366884
75;Alacer Gold Corp;2012;8,817375887;-48,79598845
75;Alacer Gold Corp;2013;7,918088737;-59,27374464
75;Alacer Gold Corp;2014;8,671717172;12,04488021
75;Alacer Gold Corp;2015;8,203020134;9,415395365
75;Alacer Gold Corp;2016;8,110749186;3,375418533
75;Alacer Gold Corp;2017;8,673267327;1,573518032
76;Alamo Group Inc;2017;5,981884058;42,77617442
77;Alarm.com Holdings Inc;2016;15,63380282;57,22556291
77;Alarm.com Holdings Inc;2017;17,33271375;34,05896546
78;Alaska Air Group Inc;2016;13,2704918;17,4983621
78;Alaska Air Group Inc;2017;16,78787879;-15,55042653
79;Albany International Corp;2016;3,053571429;27,62162095
79;Albany International Corp;2017;2,941666667;39,99729498
80;Albemarle Corp;2008;13,31097561;-40,50085161
80;Albemarle Corp;2009;9,623595506;57,18651478
80;Albemarle Corp;2010;10,21287129;47,25075217
80;Albemarle Corp;2011;19,152;3,709777189
80;Albemarle Corp;2012;19,71923077;25,80709207
80;Albemarle Corp;2013;19,95149254;-1,122012773
80;Albemarle Corp;2014;20,03985507;3,53202087
80;Albemarle Corp;2015;21,85106383;-10,56495298
80;Albemarle Corp;2016;22,48214286;44,68533751
80;Albemarle Corp;2017;20,01657459;44,26193227
81;Alcoa Corp;2017;31,32343234;80,95819943
83;Alexander & Baldwin Inc;2013;17,03819444;39,62067079
83;Alexander & Baldwin Inc;2014;14,9025974;-1,381423982
83;Alexander & Baldwin Inc;2015;12,52631579;-9,37501705
83;Alexander & Baldwin Inc;2016;13,50777202;32,09134987
83;Alexander & Baldwin Inc;2017;14,45049505;56,32888369
84;Alexander's Inc;2016;11,17647059;14,59731779
84;Alexander's Inc;2017;10,89534884;-2,134452168
85;Alexandria Real Estate Equities Inc;2010;12,27173913;16,11734172
85;Alexandria Real Estate Equities Inc;2011;11,640625;1,061058834
85;Alexandria Real Estate Equities Inc;2012;19,6039604;4,569123614
85;Alexandria Real Estate Equities Inc;2013;18,45098039;-7,275693916
85;Alexandria Real Estate Equities Inc;2014;19,55454545;42,55108332
85;Alexandria Real Estate Equities Inc;2015;19,33613445;1,654463699
85;Alexandria Real Estate Equities Inc;2016;21,92780749;30,19637703
85;Alexandria Real Estate Equities Inc;2017;23,83953488;21,82450776
86;Alexion Pharmaceuticals Inc;2010;13,46153846;52,46979897
86;Alexion Pharmaceuticals Inc;2011;13,36805556;65,19498818
86;Alexion Pharmaceuticals Inc;2012;11,87333333;28,71968571
86;Alexion Pharmaceuticals Inc;2013;10,90909091;33,74571169
86;Alexion Pharmaceuticals Inc;2014;11,24390244;60,75643074
86;Alexion Pharmaceuticals Inc;2015;9,188888889;2,29329889
86;Alexion Pharmaceuticals Inc;2016;8,882352941;-38,56831804
86;Alexion Pharmaceuticals Inc;2017;9,087155963;4,581340994
87;Align Technology Inc;2016;11,37373737;41,23260278
87;Align Technology Inc;2017;13,06617647;98,55452383
88;Alleghany Corp;2009;10,32283465;-0,535421729
88;Alleghany Corp;2010;9,587591241;9,329488031
88;Alleghany Corp;2011;8,556291391;-2,76534236
88;Alleghany Corp;2012;7,81;18,32419632
88;Alleghany Corp;2013;8,108552632;16,81602561
88;Alleghany Corp;2014;7,796178344;18,27860553
88;Alleghany Corp;2015;9,913580247;1,46063266
88;Alleghany Corp;2016;11,2037037;27,06259849
88;Alleghany Corp;2017;12,53755869;-0,440538095
89;Allegheny Technologies Inc;2008;15,73195876;-96,27377799
89;Allegheny Technologies Inc;2009;20,74842767;66,03637517
89;Allegheny Technologies Inc;2010;23,18844221;27,92871047
89;Allegheny Technologies Inc;2011;24,42753623;-5,77629403
89;Allegheny Technologies Inc;2012;17,89716312;-41,12967916
89;Allegheny Technologies Inc;2013;16,08020478;24,8281794
89;Allegheny Technologies Inc;2014;13,71043771;8,514169726
89;Allegheny Technologies Inc;2015;13,65771812;-93,33682537
89;Allegheny Technologies Inc;2016;16,95602606;60,13633589
89;Allegheny Technologies Inc;2017;17,04620462;51,7995832
90;Allegiance Bancshares Inc;2017;10,828125;4,352111816
91;Allegiant Travel Co;2016;5,606557377;6,76938137
91;Allegiant Travel Co;2017;6,204545455;-5,357292657
92;ALLETE Inc;2016;10,21854305;32,78246336
92;ALLETE Inc;2017;10,42857143;22,64424365
93;Alliance Data Systems Corp;2008;8,973684211;-13,767523
93;Alliance Data Systems Corp;2009;7,589108911;51,26488453
93;Alliance Data Systems Corp;2010;7,61637931;14,50777724
93;Alliance Data Systems Corp;2011;7,507936508;38,97876539
93;Alliance Data Systems Corp;2012;12,62692308;34,75240857
93;Alliance Data Systems Corp;2013;10,94402985;60,82643531
93;Alliance Data Systems Corp;2014;19,04609929;9,747991473
93;Alliance Data Systems Corp;2015;21,91059603;-5,178944779
93;Alliance Data Systems Corp;2016;24,28426396;-2,203574115
93;Alliance Data Systems Corp;2017;20,20905172;14,91972696
94;Alliant Energy Corp;2008;16,8880597;-34,40265448
94;Alliant Energy Corp;2009;17,77894737;12,59367519
94;Alliant Energy Corp;2010;16,91509434;25,15886718
94;Alliant Energy Corp;2011;19,984;23,84394193
94;Alliant Energy Corp;2012;16,1;5,260492392
94;Alliant Energy Corp;2013;14,92372881;21,59066615
94;Alliant Energy Corp;2014;12,97520661;34,91978019
94;Alliant Energy Corp;2015;15,50393701;-3,462144324
94;Alliant Energy Corp;2016;16,83443709;27,75618513
94;Alliant Energy Corp;2017;20,88819876;18,13526354
95;Allison Transmission Holdings Inc;2016;15,39166667;31,57182765
95;Allison Transmission Holdings Inc;2017;16,3968254;27,99335117
96;Allscripts Healthcare Solutions Inc;2010;11,1171875;-7,924298314
96;Allscripts Healthcare Solutions Inc;2011;7,850746269;0,960022011
96;Allscripts Healthcare Solutions Inc;2012;8,7890625;-56,14943923
96;Allscripts Healthcare Solutions Inc;2013;7,333333333;56,24701482
96;Allscripts Healthcare Solutions Inc;2014;7,23015873;-17,53498678
96;Allscripts Healthcare Solutions Inc;2015;7,815384615;18,31054057
96;Allscripts Healthcare Solutions Inc;2016;10,06060606;-35,81662266
96;Allscripts Healthcare Solutions Inc;2017;13,01470588;38,41351735
97;Allstate Corp;2008;23,2;-22,65874911
97;Allstate Corp;2009;30,4488189;-5,956740593
97;Allstate Corp;2010;30,94525547;12,85581869
97;Allstate Corp;2011;30,78476821;-12,20433358
97;Allstate Corp;2012;32,01666667;41,8513108
97;Allstate Corp;2013;31,53947368;33,90837633
97;Allstate Corp;2014;32,71656051;29,9986429
97;Allstate Corp;2015;28,66049383;-9,741816437
97;Allstate Corp;2016;31,2989418;19,99145718
97;Allstate Corp;2017;28,81455399;37,34148617
98;Ally Financial Inc;2015;9,135820896;-25,83054996
98;Ally Financial Inc;2016;11,01826484;8,374686063
98;Ally Financial Inc;2017;13,515625;55,51576118
100;Alnylam Pharmaceuticals Inc;2015;11,88095238;5,174352717
100;Alnylam Pharmaceuticals Inc;2016;12,32386364;-52,38572314
100;Alnylam Pharmaceuticals Inc;2017;13,31024096;149,0103472
102;Alphabet Inc;2008;28,65540541;-65,93817255
102;Alphabet Inc;2009;31,21084337;71,04215263
102;Alphabet Inc;2010;31,54455446;0,446071699
102;Alphabet Inc;2011;28,14912281;13,4696685
102;Alphabet Inc;2012;27,7079646;12,25514357
102;Alphabet Inc;2013;27,25431034;48,78535788
102;Alphabet Inc;2014;27,93307087;1,672694124
102;Alphabet Inc;2015;30,84265734;43,88246386
102;Alphabet Inc;2016;32,29342723;1,81362418
102;Alphabet Inc;2017;31,93866171;26,72504742
103;Altaba Inc;2008;20,5;-58,43163429
103;Altaba Inc;2009;25,625;32,20968696
103;Altaba Inc;2010;25,625;-1,351561679
103;Altaba Inc;2011;26,2;-2,292253396
103;Altaba Inc;2012;22,875;21,21802123
103;Altaba Inc;2013;18,1;73,68833405
103;Altaba Inc;2014;18,5;20,30417884
103;Altaba Inc;2015;9,75;-45,1880175
103;Altaba Inc;2016;15,67105263;19,02025647
103;Altaba Inc;2017;9,726190476;61,40246245
104;Altra Industrial Motion Corp;2017;8,030797101;37,33854913
105;Altria Group Inc;2008;12,93571429;-36,88992255
105;Altria Group Inc;2009;15;32,10033729
105;Altria Group Inc;2010;17,33163265;28,40186536
105;Altria Group Inc;2011;22,42342342;24,86151183
105;Altria Group Inc;2012;23,27083333;12,87606226
105;Altria Group Inc;2013;23,11627907;25,77507635
105;Altria Group Inc;2014;23,06884058;29,41354001
105;Altria Group Inc;2015;22,99652778;19,32307012
105;Altria Group Inc;2016;26,36127168;19,91422637
105;Altria Group Inc;2017;24,56951872;9,861018842
106;AMAG Pharmaceuticals Inc;2017;12,00458716;-82,66369234
107;Amazon.com Inc;2008;12,25;-37,93440708
107;Amazon.com Inc;2009;8,416666667;124,1656762
107;Amazon.com Inc;2010;9,404761905;35,71877894
107;Amazon.com Inc;2011;10,10714286;-0,210651725
107;Amazon.com Inc;2012;19,72033898;41,30735643
107;Amazon.com Inc;2013;20,04918033;47,38714892
107;Amazon.com Inc;2014;20,0703125;-29,32518248
107;Amazon.com Inc;2015;19,4453125;100,8484579
107;Amazon.com Inc;2016;14,5;16,04703008
107;Amazon.com Inc;2017;22,78378378;46,99318014
108;Ambac Financial Group Inc;2014;8,715231788;14,71134567
108;Ambac Financial Group Inc;2015;8,715231788;-46,86705074
108;Ambac Financial Group Inc;2016;8,715231788;47,33222378
108;Ambac Financial Group Inc;2017;8,715231788;-31,09472754
109;Ambarella Inc;2017;9,782258065;13,07339095
110;AMC Entertainment Holdings Inc;2016;8,935185185;39,29221157
110;AMC Entertainment Holdings Inc;2017;9,590206186;-65,86677162
111;AMC Networks Inc;2012;10,46728972;36,92426339
111;AMC Networks Inc;2013;10,5;33,08889042
111;AMC Networks Inc;2014;10,06410256;-3,381508241
111;AMC Networks Inc;2015;10,94166667;16,66764878
111;AMC Networks Inc;2016;11,04642857;-32,54453103
111;AMC Networks Inc;2017;11,86131387;8,034139043
113;Amedisys Inc;2016;10,7345679;18,34112496
113;Amedisys Inc;2017;11,46938776;31,03292686
114;Amerco;2016;6,99382716;3,631196843
114;Amerco;2017;7,323863636;6,265575234
116;American Airlines Group Inc;2014;22,09183673;97,87960924
116;American Airlines Group Inc;2015;17,68367347;-21,74111224
116;American Airlines Group Inc;2016;16,45081967;17,50086689
116;American Airlines Group Inc;2017;15,78030303;8,917723584
117;American Assets Trust Inc;2016;19,12299465;18,6554985
117;American Assets Trust Inc;2017;19,14186047;-6,870254428
118;American Axle & Manufacturing Holdings Inc;2017;17,95149254;-8,865468093
119;American Campus Communities Inc;2016;6,620320856;29,04054549
119;American Campus Communities Inc;2017;11,28139535;-13,3623331
121;American Electric Power Company Inc;2015;22,79338843;-1,853657608
122;American Equity Investment Life Holding Co;2016;10,25132275;10,47561913
122;American Equity Investment Life Holding Co;2017;11,32629108;33,01224082
123;American Express Co;2008;21,4519774;-81,65413359
123;American Express Co;2009;22,78539823;124,2088502
123;American Express Co;2010;21,98664122;11,83605575
123;American Express Co;2011;22,28311258;10,48873206
123;American Express Co;2012;24,5483871;26,11828108
123;American Express Co;2013;23,54299363;46,11649074
123;American Express Co;2014;24,12928349;3,580346193
123;American Express Co;2015;18,42537313;-27,26906498
123;American Express Co;2016;23,28995434;15,51899228
123;American Express Co;2017;22,95138889;31,90742673
124;American Financial Group Inc;2009;8,622047244;10,46925899
124;American Financial Group Inc;2010;7,923357664;29,83446505
124;American Financial Group Inc;2011;10,06622517;15,70285719
124;American Financial Group Inc;2012;9,25;9,997668165
124;American Financial Group Inc;2013;8,503289474;39,46931487
124;American Financial Group Inc;2014;8,560509554;10,61836929
124;American Financial Group Inc;2015;8,50617284;18,64843833
124;American Financial Group Inc;2016;9,616402116;22,86436255
124;American Financial Group Inc;2017;10,84741784;26,38337607
125;American Homes 4 Rent;2016;7,326203209;30,16640304
125;American Homes 4 Rent;2017;6,988372093;8,588018015
126;American International Group Inc;2008;31,6952381;-214,9246653
126;American International Group Inc;2009;23,52362205;241,4637125
126;American International Group Inc;2010;22,42335766;83,42185714
126;American International Group Inc;2011;11,97350993;-75,31528092
126;American International Group Inc;2012;11,01;49,4371328
126;American International Group Inc;2013;8,582236842;35,51544533
126;American International Group Inc;2014;8,636942675;11,63958255
126;American International Group Inc;2015;22,70061728;12,83569736
126;American International Group Inc;2016;25,39417989;9,479261365
126;American International Group Inc;2017;26,56338028;-8,265515023
127;American National Insurance Co;2009;9,472440945;73,26584165
127;American National Insurance Co;2010;9,062043796;-26,48606927
127;American National Insurance Co;2011;9,271523179;-8,343881034
127;American National Insurance Co;2012;8,85;-0,196761291
127;American National Insurance Co;2013;7,713815789;55,97693597
127;American National Insurance Co;2014;8,25477707;1,411615422
127;American National Insurance Co;2015;7,654320988;-9,358591469
127;American National Insurance Co;2016;8,283068783;22,51353895
127;American National Insurance Co;2017;9,185446009;9,965555472
128;American Outdoor Brands Corp;2017;11,05555556;-42,1969204
129;American Railcar Industries Inc;2017;8,047101449;0,280182916
130;American Renal Associates Holdings Inc;2017;14,28571429;-1,073620902
131;American States Water Co;2016;10,4;15,10564754
131;American States Water Co;2017;12,18421053;30,52379058
132;American Tower Corp;2008;9,685714286;-28,59672944
132;American Tower Corp;2009;9,46;34,69810181
132;American Tower Corp;2010;12,95909091;19,79746617
132;American Tower Corp;2011;11,17213115;15,67525614
132;American Tower Corp;2012;13,77822581;30,74720247
132;American Tower Corp;2013;11,41538462;-0,067098779
132;American Tower Corp;2014;10,97482014;22,62031327
132;American Tower Corp;2015;11,26206897;-3,803483504
132;American Tower Corp;2016;15,60828025;13,37600339
132;American Tower Corp;2017;16,14779874;34,08029485
133;American Vanguard Corp;2017;5,262430939;11,09545207
134;American Water Works Company Inc;2009;11,25;17,06124732
134;American Water Works Company Inc;2010;12,5625;19,07724347
134;American Water Works Company Inc;2011;22;29,94728231
134;American Water Works Company Inc;2012;24,59090909;20,63002377
134;American Water Works Company Inc;2013;26,68181818;14,52228719
134;American Water Works Company Inc;2014;27,88461538;30,88172324
134;American Water Works Company Inc;2015;27,03846154;11,72118666
134;American Water Works Company Inc;2016;26,6;25,84820327
134;American Water Works Company Inc;2017;24,28947368;29,56546583
135;American Woodmark Corp;2017;10,14;63,97081925
137;Ameris Bancorp;2016;6,799086758;34,80670741
137;Ameris Bancorp;2017;9,411458333;11,75297634
138;Amerisafe Inc;2017;8,424882629;10,6751638
139;AmerisourceBergen Corp;2008;7,558139535;-16,92666904
139;AmerisourceBergen Corp;2009;6,98;41,01831274
139;AmerisourceBergen Corp;2010;6,098214286;27,93175952
139;AmerisourceBergen Corp;2011;5,694915254;9,816227067
139;AmerisourceBergen Corp;2012;5,8828125;19,40089079
139;AmerisourceBergen Corp;2014;6,76119403;29,17121079
139;AmerisourceBergen Corp;2016;8,132911392;-18,87200739
139;AmerisourceBergen Corp;2017;14,42771084;30,85836979
140;Ametek Inc;2009;6,379432624;29,56150434
140;Ametek Inc;2010;7,118012422;47,35507599
140;Ametek Inc;2011;6,293367347;16,40730128
140;Ametek Inc;2012;5,560301508;32,66945819
140;Ametek Inc;2013;8,836683417;36,16421899
140;Ametek Inc;2014;8,793532338;3,057851541
140;Ametek Inc;2015;8,75;-0,534003084
140;Ametek Inc;2016;9,502066116;-9,518230067
140;Ametek Inc;2017;11,79166667;41,20684353
141;Amgen Inc;2008;26,66666667;24,46076456
141;Amgen Inc;2009;28,58695652;-0,37424077
141;Amgen Inc;2010;20,90322581;-2,168424071
141;Amgen Inc;2011;22,03333333;19,3904474
141;Amgen Inc;2012;22,24193548;31,7400583
141;Amgen Inc;2013;22,4516129;26,11697788
141;Amgen Inc;2014;22,98571429;38,88112546
141;Amgen Inc;2015;22,83333333;0,870773045
141;Amgen Inc;2016;22,86931818;-7,119130086
141;Amgen Inc;2017;32,93975904;25,75335016
142;Amicus Therapeutics Inc;2016;14,91477273;-42,62319953
142;Amicus Therapeutics Inc;2017;11,79216867;124,5559266
143;Amkor Technology Inc;2016;8,150862069;71,78348797
143;Amkor Technology Inc;2017;9,540322581;1,701901595
144;AMN Healthcare Services Inc;2016;15,91975309;31,80266574
144;AMN Healthcare Services Inc;2017;16,97959184;31,45392909
145;Amphastar Pharmaceuticals Inc;2017;9,142201835;10,8236044
147;AmTrust Financial Services Inc;2016;7,648148148;-4,474284413
147;AmTrust Financial Services Inc;2017;8,143192488;-82,21961163
150;Analogic Corp;2016;11,75757576;3,222385185
150;Analogic Corp;2017;15,75;6,566972689
151;Andeavor;2008;15,17982456;-98,68593438
151;Andeavor;2009;23,14779874;19,75718684
151;Andeavor;2010;20,61931818;39,57409307
151;Andeavor;2011;21,87064677;32,23454946
151;Andeavor;2012;23,73989899;67,92817423
151;Andeavor;2013;20,83084577;47,00505513
151;Andeavor;2014;22,12149533;35,99950285
151;Andeavor;2015;25,39013453;39,2285716
151;Andeavor;2016;22,09109312;-12,60157
151;Andeavor;2017;21,05485232;30,09243387
152;Andersons Inc;2017;2,887700535;-29,02446572
154;ANI Pharmaceuticals Inc;2017;19,67168675;20,1369616
