ID;Name;Year;E-Score-1;S-Score-1;TRYear
15;AbbVie Inc;2014;14,82317073;21,09146341;34,89978877
15;AbbVie Inc;2015;22,31666667;29,10555556;-7,497891745
15;AbbVie Inc;2016;24,03431373;30,37009804;8,530948637
15;AbbVie Inc;2017;27,16972477;32,07568807;52,53960075
16;Abercrombie & Fitch Co;2008;9,637681159;16,31884058;-96,88853097
16;Abercrombie & Fitch Co;2009;9,102564103;13,40705128;37,87720088
16;Abercrombie & Fitch Co;2010;11,25568182;18,60227273;66,19887259
16;Abercrombie & Fitch Co;2011;7,583333333;12,68382353;2,952312345
16;Abercrombie & Fitch Co;2012;7,875;15,93981481;14,6292663
16;Abercrombie & Fitch Co;2013;14,78318584;20,1880531;-28,39535552
16;Abercrombie & Fitch Co;2014;15,19067797;14,67584746;-10,42611661
16;Abercrombie & Fitch Co;2015;11,9338843;17,14049587;4,095524843
16;Abercrombie & Fitch Co;2016;18,66549296;15,02288732;-70,75960229
16;Abercrombie & Fitch Co;2017;19,49393939;20,10606061;56,57241299
19;Acacia Communications Inc;2017;9,0125;7,4375;-46,09993669
20;Acadia Healthcare Company Inc;2016;11,62345679;15,45679012;-57,2798374
20;Acadia Healthcare Company Inc;2017;12,08163265;16,76020408;13,74399878
21;ACADIA Pharmaceuticals Inc;2016;10,00568182;15,14488636;26,80612807
21;ACADIA Pharmaceuticals Inc;2017;12,44277108;19,35391566;26,64192978
22;Acadia Realty Trust;2016;9,764705882;21,92513369;5,229155874
22;Acadia Realty Trust;2017;9,165116279;22,00348837;-11,05536275
23;Accelerate Diagnostics Inc;2016;7,515151515;8,550505051;28,23610984
23;Accelerate Diagnostics Inc;2017;8,779411765;9,538602941;44,65779322
24;Acceleron Pharma Inc;2016;13,41477273;8,417613636;-35,87142701
24;Acceleron Pharma Inc;2017;16,27409639;7,161144578;67,89161127
25;Access National Corp;2017;9,911458333;18,9765625;2,875259619
26;ACCO Brands Corp;2016;15,47208122;18,31218274;71,59914239
26;ACCO Brands Corp;2017;16,17025862;19,35237069;0,530902139
28;Achaogen Inc;2017;17,64759036;21,66716867;7,558087776
30;ACI Worldwide Inc;2016;11,92018779;20,94366197;-11,84674165
30;ACI Worldwide Inc;2017;12,58550186;19,82992565;25,26116124
31;Aclaris Therapeutics Inc;2017;15,5873494;13,57078313;-1,230885732
32;Acorda Therapeutics Inc;2017;19,56325301;7,064759036;24,2534034
33;Activision Blizzard Inc;2008;15,59375;12,375;-46,44619379
33;Activision Blizzard Inc;2009;13,40625;12,125;22,3108961
33;Activision Blizzard Inc;2010;13,26470588;12,82352941;16,38206182
33;Activision Blizzard Inc;2011;14,85714286;14,51190476;7,23964083
33;Activision Blizzard Inc;2012;14,28571429;5,833333333;-10,15228403
33;Activision Blizzard Inc;2013;13,68181818;5,931818182;56,15494698
33;Activision Blizzard Inc;2014;16,70833333;13,83333333;21,11403979
33;Activision Blizzard Inc;2015;16,94230769;13,25;67,54555225
33;Activision Blizzard Inc;2016;18,578125;17,8515625;-4,085942389
33;Activision Blizzard Inc;2017;17,56944444;19,34027778;61,13450275
37;Acushnet Holdings Corp;2017;10,08333333;18,36805556;16,08695437
38;Acxiom Corp;2012;7,673267327;14,27970297;37,51097822
43;ADTRAN Inc;2017;21,9375;18,16875;-11,08132073
44;Aduro Biotech Inc;2017;17,14156627;14,34186747;-26,94591889
45;Advance Auto Parts Inc;2008;17,68115942;11,97101449;12,55648093
45;Advance Auto Parts Inc;2009;17,68115942;11,97101449;13,63681962
45;Advance Auto Parts Inc;2010;16,07051282;18,47115385;51,0671356
45;Advance Auto Parts Inc;2012;16,79166667;15,27314815;15,18701761
45;Advance Auto Parts Inc;2013;14,61061947;15,19911504;40,76833049
45;Advance Auto Parts Inc;2014;13,87288136;18,35169492;41,0730676
45;Advance Auto Parts Inc;2015;13,87288136;18,35169492;-4,458153746
45;Advance Auto Parts Inc;2016;14,30578512;14,12809917;11,65254136
45;Advance Auto Parts Inc;2017;19,59393939;16,26363636;-45,22700366
46;Advanced Disposal Services Inc;2017;10,58189655;14,14331897;11,71753593
47;Advanced Drainage Systems Inc;2017;8,49;16,2575;27,55992355
48;Advanced Energy Industries Inc;2016;12,37931034;8,088362069;72,13685003
48;Advanced Energy Industries Inc;2017;12,81451613;13,76008065;17,58028643
49;Advanced Micro Devices Inc;2008;28,54901961;29,57352941;-91,10793069
49;Advanced Micro Devices Inc;2009;25,19166667;29,77083333;170,3063957
49;Advanced Micro Devices Inc;2010;25,05882353;29,24632353;-12,49607406
49;Advanced Micro Devices Inc;2011;25,046875;31,6484375;-28,90821195
49;Advanced Micro Devices Inc;2012;26,12903226;31,1344086;-61,54002451
49;Advanced Micro Devices Inc;2013;25,03723404;26,07712766;52,326911
49;Advanced Micro Devices Inc;2014;25,51052632;28,09736842;-29,51258737
49;Advanced Micro Devices Inc;2015;26,24742268;29;13,88984423
49;Advanced Micro Devices Inc;2016;27,17672414;29,72198276;160,9475424
49;Advanced Micro Devices Inc;2017;27,72177419;29,57258065;4,375535523
50;AdvanSix Inc;2017;5,171270718;20,25414365;76,17478104
52;Aegion Corp;2017;3,015306122;9,109693878;14,04097476
53;Aerie Pharmaceuticals Inc;2016;14,91477273;15,61079545;94,46849315
53;Aerie Pharmaceuticals Inc;2017;15,5873494;16,26957831;60,63331753
54;Aerojet Rocketdyne Holdings Inc;2016;6,675;7,325;16,41317562
54;Aerojet Rocketdyne Holdings Inc;2017;7,904761905;9,011904762;65,45277142
55;AeroVironment Inc;2017;15,82539683;18,18650794;92,58019555
57;Aetna Inc;2008;18,95238095;30,6;-60,62228977
57;Aetna Inc;2009;23,31496063;27,89173228;14,32200123
57;Aetna Inc;2010;24,72627737;26,12043796;-0,903235644
57;Aetna Inc;2011;24,84768212;25,66556291;34,27423147
57;Aetna Inc;2012;24,35333333;23,59833333;11,60370455
57;Aetna Inc;2013;23,26315789;23,24506579;37,98307851
57;Aetna Inc;2014;22,92993631;24,30095541;31,01652805
57;Aetna Inc;2015;18,15432099;22,40740741;18,86522054
57;Aetna Inc;2016;19,09259259;26,52248677;16,52729394
57;Aetna Inc;2017;21,07042254;24,01408451;41,05457949
58;Affiliated Managers Group Inc;2009;10,43604651;11,65988372;55,57115325
58;Affiliated Managers Group Inc;2010;8,405263158;9,868421053;44,52154247
58;Affiliated Managers Group Inc;2011;6,160714286;11,96428571;-2,042350057
58;Affiliated Managers Group Inc;2012;5,563063063;11,2972973;32,47540881
58;Affiliated Managers Group Inc;2013;5,35840708;10,73672566;49,5768386
58;Affiliated Managers Group Inc;2014;5,838842975;10,90702479;5,273649242
58;Affiliated Managers Group Inc;2015;5,765873016;13,46428571;-27,75558878
58;Affiliated Managers Group Inc;2016;6,041935484;11,0016129;-8,663421714
58;Affiliated Managers Group Inc;2017;5,99112426;10,96153846;46,38281265
59;Aflac Inc;2008;18,64761905;29,23809524;-22,18782104
59;Aflac Inc;2009;18,71259843;28,69488189;53,52725163
59;Aflac Inc;2010;22,98540146;29,82846715;27,63084532
59;Aflac Inc;2011;23,61589404;30,63907285;-16,59855882
59;Aflac Inc;2012;25,48;30,425;25,74596188
59;Aflac Inc;2013;24,72697368;29,61677632;25,14512325
59;Aflac Inc;2014;25,01273885;30,11624204;-5,282210543
59;Aflac Inc;2015;25,60493827;30,40740741;1,512458483
59;Aflac Inc;2016;25,50793651;26,68915344;17,83154755
59;Aflac Inc;2017;24,87089202;26,89906103;26,66673692
60;AG Mortgage Investment Trust Inc;2017;13,40697674;20,32906977;22,63693838
61;AGCO Corp;2008;6,987704918;9,913934426;-82,56092683
61;AGCO Corp;2009;10,19858156;13,29255319;36,04209897
61;AGCO Corp;2010;9,782608696;12,77484472;51,86953508
61;AGCO Corp;2011;13,89540816;9,422193878;-9,436480957
61;AGCO Corp;2012;16,1959799;14,77763819;7,486686706
61;AGCO Corp;2013;22;15,03015075;20,0147044
61;AGCO Corp;2014;23,2761194;15,46641791;-21,69667228
61;AGCO Corp;2015;22,52696078;12,94485294;5,158883728
61;AGCO Corp;2016;20,11157025;13,05578512;25,58104623
61;AGCO Corp;2017;20,9692029;14,13858696;19,78022934
63;Agios Pharmaceuticals Inc;2016;15,73295455;11,69034091;-0,499694352
63;Agios Pharmaceuticals Inc;2017;16,49096386;12,7996988;43,24046013
64;AGNC Investment Corp;2011;8,081125828;11,5455298;17,69115389
64;AGNC Investment Corp;2012;7,569354839;10,9983871;24,62688175
64;AGNC Investment Corp;2013;6,929936306;10,50796178;-23,09732666
64;AGNC Investment Corp;2014;6,847352025;10,52102804;28,40531236
64;AGNC Investment Corp;2015;7,092537313;10,0261194;-10,96570123
64;AGNC Investment Corp;2016;8,434931507;9,916666667;18,33807302
64;AGNC Investment Corp;2017;10,05208333;14,58767361;22,23139407
66;Aimmune Therapeutics Inc;2017;9,582568807;6,981651376;82,98604792
67;Air Lease Corp;2012;12,75555556;8,516666667;-9,92398411
67;Air Lease Corp;2013;11,84375;7,510416667;41,80060971
67;Air Lease Corp;2014;10,92857143;7,147959184;17,91000376
67;Air Lease Corp;2015;9,336734694;6,602040816;-1,440998787
67;Air Lease Corp;2016;10;7,586065574;11,80937503
67;Air Lease Corp;2017;8,643939394;6,049242424;38,34026218
69;Air Transport Services Group Inc;2017;4,710526316;8,276315789;43,44894009
70;Aircastle Ltd;2016;10,625;7,583333333;10,58069603
70;Aircastle Ltd;2017;11,55555556;6,757936508;19,18634372
71;AK Steel Holding Corp;2009;9,556603774;12,97327044;111,7971635
71;AK Steel Holding Corp;2010;10,21356784;13,57160804;-13,75908008
71;AK Steel Holding Corp;2011;18,20108696;16,52536232;-63,78216335
71;AK Steel Holding Corp;2012;18,15070922;13,54787234;-54,38342162
71;AK Steel Holding Corp;2013;24,30204778;22,78071672;69,91032785
71;AK Steel Holding Corp;2014;24,72222222;25,31397306;-7,282922114
71;AK Steel Holding Corp;2015;24,66442953;27,15687919;-77,50952813
71;AK Steel Holding Corp;2016;23,78013029;22,03094463;202,4040581
71;AK Steel Holding Corp;2017;23,93564356;20,53960396;-77,90308269
72;Akamai Technologies Inc;2008;14,54;20,4;-59,42434197
72;Akamai Technologies Inc;2010;11,62048193;14,85542169;65,54386826
72;Akamai Technologies Inc;2014;23,27155172;15,25862069;32,87450663
72;Akamai Technologies Inc;2015;23,68897638;15,84645669;-17,03219306
73;Akebia Therapeutics Inc;2017;11,64759036;11,11295181;54,23696372
75;Alacer Gold Corp;2010;6,505025126;19,84422111;103,893235
75;Alacer Gold Corp;2011;7,487318841;19,17210145;42,31366884
75;Alacer Gold Corp;2012;8,817375887;18,82978723;-48,79598845
75;Alacer Gold Corp;2013;7,918088737;14,471843;-59,27374464
75;Alacer Gold Corp;2014;8,671717172;14,18350168;12,04488021
75;Alacer Gold Corp;2015;8,203020134;12,96895973;9,415395365
75;Alacer Gold Corp;2016;8,110749186;15,46254072;3,375418533
75;Alacer Gold Corp;2017;8,673267327;19,68976898;1,573518032
76;Alamo Group Inc;2017;5,981884058;7,574275362;42,77617442
77;Alarm.com Holdings Inc;2016;15,63380282;16,66666667;57,22556291
77;Alarm.com Holdings Inc;2017;17,33271375;15,18494424;34,05896546
78;Alaska Air Group Inc;2016;13,2704918;19,9057377;17,4983621
78;Alaska Air Group Inc;2017;16,78787879;21,23106061;-15,55042653
79;Albany International Corp;2016;3,053571429;11,40178571;27,62162095
79;Albany International Corp;2017;2,941666667;13,8625;39,99729498
80;Albemarle Corp;2008;13,31097561;19,71646341;-40,50085161
80;Albemarle Corp;2009;9,623595506;17,48314607;57,18651478
80;Albemarle Corp;2010;10,21287129;16,23514851;47,25075217
80;Albemarle Corp;2011;19,152;19,57;3,709777189
80;Albemarle Corp;2012;19,71923077;21,86346154;25,80709207
80;Albemarle Corp;2013;19,95149254;21,38059701;-1,122012773
80;Albemarle Corp;2014;20,03985507;19,47463768;3,53202087
80;Albemarle Corp;2015;21,85106383;19,2570922;-10,56495298
80;Albemarle Corp;2016;22,48214286;22,34672619;44,68533751
80;Albemarle Corp;2017;20,01657459;18,2058011;44,26193227
81;Alcoa Corp;2017;31,32343234;28,26155116;80,95819943
83;Alexander & Baldwin Inc;2013;17,03819444;18,65104167;39,62067079
83;Alexander & Baldwin Inc;2014;14,9025974;21,8474026;-1,381423982
83;Alexander & Baldwin Inc;2015;12,52631579;19,93567251;-9,37501705
83;Alexander & Baldwin Inc;2016;13,50777202;23,94300518;32,09134987
83;Alexander & Baldwin Inc;2017;14,45049505;22,19678218;56,32888369
84;Alexander's Inc;2016;11,17647059;14,05347594;14,59731779
84;Alexander's Inc;2017;10,89534884;10,46860465;-2,134452168
85;Alexandria Real Estate Equities Inc;2010;12,27173913;9,29076087;16,11734172
85;Alexandria Real Estate Equities Inc;2011;11,640625;12,0703125;1,061058834
85;Alexandria Real Estate Equities Inc;2012;19,6039604;14,11386139;4,569123614
85;Alexandria Real Estate Equities Inc;2013;18,45098039;10,74019608;-7,275693916
85;Alexandria Real Estate Equities Inc;2014;19,55454545;9,225;42,55108332
85;Alexandria Real Estate Equities Inc;2015;19,33613445;11,84243697;1,654463699
85;Alexandria Real Estate Equities Inc;2016;21,92780749;18,75935829;30,19637703
85;Alexandria Real Estate Equities Inc;2017;23,83953488;20,73837209;21,82450776
86;Alexion Pharmaceuticals Inc;2010;13,46153846;14,26538462;52,46979897
86;Alexion Pharmaceuticals Inc;2011;13,36805556;14,06597222;65,19498818
86;Alexion Pharmaceuticals Inc;2012;11,87333333;17,47;28,71968571
86;Alexion Pharmaceuticals Inc;2013;10,90909091;16,37012987;33,74571169
86;Alexion Pharmaceuticals Inc;2014;11,24390244;16,66158537;60,75643074
86;Alexion Pharmaceuticals Inc;2015;9,188888889;14,16666667;2,29329889
86;Alexion Pharmaceuticals Inc;2016;8,882352941;15,21078431;-38,56831804
86;Alexion Pharmaceuticals Inc;2017;9,087155963;14,39449541;4,581340994
87;Align Technology Inc;2016;11,37373737;11,80050505;41,23260278
87;Align Technology Inc;2017;13,06617647;15,00735294;98,55452383
88;Alleghany Corp;2009;10,32283465;6,942913386;-0,535421729
88;Alleghany Corp;2010;9,587591241;7,379562044;9,329488031
88;Alleghany Corp;2011;8,556291391;7,367549669;-2,76534236
88;Alleghany Corp;2012;7,81;8,475;18,32419632
88;Alleghany Corp;2013;8,108552632;11,14309211;16,81602561
88;Alleghany Corp;2014;7,796178344;11,65127389;18,27860553
88;Alleghany Corp;2015;9,913580247;14,19753086;1,46063266
88;Alleghany Corp;2016;11,2037037;16,19179894;27,06259849
88;Alleghany Corp;2017;12,53755869;14,12910798;-0,440538095
89;Allegheny Technologies Inc;2008;15,73195876;17,8685567;-96,27377799
89;Allegheny Technologies Inc;2009;20,74842767;17,75314465;66,03637517
89;Allegheny Technologies Inc;2010;23,18844221;16,4861809;27,92871047
89;Allegheny Technologies Inc;2011;24,42753623;18,55434783;-5,77629403
89;Allegheny Technologies Inc;2012;17,89716312;17,91666667;-41,12967916
89;Allegheny Technologies Inc;2013;16,08020478;15,89846416;24,8281794
89;Allegheny Technologies Inc;2014;13,71043771;18,22390572;8,514169726
89;Allegheny Technologies Inc;2015;13,65771812;18,47818792;-93,33682537
89;Allegheny Technologies Inc;2016;16,95602606;14,92589577;60,13633589
89;Allegheny Technologies Inc;2017;17,04620462;15,94224422;51,7995832
90;Allegiance Bancshares Inc;2017;10,828125;19,67100694;4,352111816
91;Allegiant Travel Co;2016;5,606557377;11,38934426;6,76938137
91;Allegiant Travel Co;2017;6,204545455;13,35227273;-5,357292657
92;ALLETE Inc;2016;10,21854305;8,937086093;32,78246336
92;ALLETE Inc;2017;10,42857143;8,841614907;22,64424365
93;Alliance Data Systems Corp;2008;8,973684211;16,74736842;-13,767523
93;Alliance Data Systems Corp;2009;7,589108911;9,908415842;51,26488453
93;Alliance Data Systems Corp;2010;7,61637931;13,86853448;14,50777724
93;Alliance Data Systems Corp;2011;7,507936508;15,25;38,97876539
93;Alliance Data Systems Corp;2012;12,62692308;16,17884615;34,75240857
93;Alliance Data Systems Corp;2013;10,94402985;14,35820896;60,82643531
93;Alliance Data Systems Corp;2014;19,04609929;19,32446809;9,747991473
93;Alliance Data Systems Corp;2015;21,91059603;21,70033113;-5,178944779
93;Alliance Data Systems Corp;2016;24,28426396;22,88959391;-2,203574115
93;Alliance Data Systems Corp;2017;20,20905172;24,52262931;14,91972696
94;Alliant Energy Corp;2008;16,8880597;18,39925373;-34,40265448
94;Alliant Energy Corp;2009;17,77894737;20,07105263;12,59367519
94;Alliant Energy Corp;2010;16,91509434;16,125;25,15886718
94;Alliant Energy Corp;2011;19,984;15,154;23,84394193
94;Alliant Energy Corp;2012;16,1;12,42708333;5,260492392
94;Alliant Energy Corp;2013;14,92372881;12,42161017;21,59066615
94;Alliant Energy Corp;2014;12,97520661;14,63429752;34,91978019
94;Alliant Energy Corp;2015;15,50393701;16,44291339;-3,462144324
94;Alliant Energy Corp;2016;16,83443709;15,39735099;27,75618513
94;Alliant Energy Corp;2017;20,88819876;18,52484472;18,13526354
95;Allison Transmission Holdings Inc;2016;15,39166667;14,3125;31,57182765
95;Allison Transmission Holdings Inc;2017;16,3968254;12,3452381;27,99335117
96;Allscripts Healthcare Solutions Inc;2010;11,1171875;5,8828125;-7,924298314
96;Allscripts Healthcare Solutions Inc;2011;7,850746269;6,507462687;0,960022011
96;Allscripts Healthcare Solutions Inc;2012;8,7890625;5,8515625;-56,14943923
96;Allscripts Healthcare Solutions Inc;2013;7,333333333;5,392857143;56,24701482
96;Allscripts Healthcare Solutions Inc;2014;7,23015873;5,694444444;-17,53498678
96;Allscripts Healthcare Solutions Inc;2015;7,815384615;5,088461538;18,31054057
96;Allscripts Healthcare Solutions Inc;2016;10,06060606;4,136363636;-35,81662266
96;Allscripts Healthcare Solutions Inc;2017;13,01470588;7,538602941;38,41351735
97;Allstate Corp;2008;23,2;26,98095238;-22,65874911
97;Allstate Corp;2009;30,4488189;28,23818898;-5,956740593
97;Allstate Corp;2010;30,94525547;27,63868613;12,85581869
97;Allstate Corp;2011;30,78476821;29,48013245;-12,20433358
97;Allstate Corp;2012;32,01666667;30,47833333;41,8513108
97;Allstate Corp;2013;31,53947368;27,74835526;33,90837633
97;Allstate Corp;2014;32,71656051;28,8933121;29,9986429
97;Allstate Corp;2015;28,66049383;26,40740741;-9,741816437
97;Allstate Corp;2016;31,2989418;25,08333333;19,99145718
97;Allstate Corp;2017;28,81455399;28,18309859;37,34148617
98;Ally Financial Inc;2015;9,135820896;15,16044776;-25,83054996
98;Ally Financial Inc;2016;11,01826484;16,92123288;8,374686063
98;Ally Financial Inc;2017;13,515625;20,40711806;55,51576118
100;Alnylam Pharmaceuticals Inc;2015;11,88095238;14,36904762;5,174352717
100;Alnylam Pharmaceuticals Inc;2016;12,32386364;15,87215909;-52,38572314
100;Alnylam Pharmaceuticals Inc;2017;13,31024096;19,06475904;149,0103472
102;Alphabet Inc;2008;28,65540541;19,91216216;-65,93817255
102;Alphabet Inc;2009;31,21084337;17,55421687;71,04215263
102;Alphabet Inc;2010;31,54455446;23,46782178;0,446071699
102;Alphabet Inc;2011;28,14912281;22,625;13,4696685
102;Alphabet Inc;2012;27,7079646;25,70132743;12,25514357
102;Alphabet Inc;2013;27,25431034;22,98275862;48,78535788
102;Alphabet Inc;2014;27,93307087;20,57086614;1,672694124
102;Alphabet Inc;2015;30,84265734;22,91433566;43,88246386
102;Alphabet Inc;2016;32,29342723;25,45070423;1,81362418
102;Alphabet Inc;2017;31,93866171;27,79089219;26,72504742
103;Altaba Inc;2008;20,5;24,9;-58,43163429
103;Altaba Inc;2009;25,625;31,0625;32,20968696
103;Altaba Inc;2010;25,625;31,0625;-1,351561679
103;Altaba Inc;2011;26,2;31,95;-2,292253396
103;Altaba Inc;2012;22,875;26,0625;21,21802123
103;Altaba Inc;2013;18,1;23,95;73,68833405
103;Altaba Inc;2014;18,5;31,0625;20,30417884
103;Altaba Inc;2015;9,75;27,0625;-45,1880175
103;Altaba Inc;2016;15,67105263;34,07236842;19,02025647
103;Altaba Inc;2017;9,726190476;34,9702381;61,40246245
104;Altra Industrial Motion Corp;2017;8,030797101;11,37681159;37,33854913
105;Altria Group Inc;2008;12,93571429;22,45357143;-36,88992255
105;Altria Group Inc;2009;15;18,86728395;32,10033729
105;Altria Group Inc;2010;17,33163265;19,53826531;28,40186536
105;Altria Group Inc;2011;22,42342342;28,88288288;24,86151183
105;Altria Group Inc;2012;23,27083333;26,9375;12,87606226
105;Altria Group Inc;2013;23,11627907;26,38372093;25,77507635
105;Altria Group Inc;2014;23,06884058;25,65942029;29,41354001
105;Altria Group Inc;2015;22,99652778;23,69270833;19,32307012
105;Altria Group Inc;2016;26,36127168;25,87427746;19,91422637
105;Altria Group Inc;2017;24,56951872;28,44652406;9,861018842
106;AMAG Pharmaceuticals Inc;2017;12,00458716;10,28440367;-82,66369234
107;Amazon.com Inc;2008;12,25;14,15625;-37,93440708
107;Amazon.com Inc;2009;8,416666667;11,79861111;124,1656762
107;Amazon.com Inc;2010;9,404761905;13,20238095;35,71877894
107;Amazon.com Inc;2011;10,10714286;16,62946429;-0,210651725
107;Amazon.com Inc;2012;19,72033898;20,18220339;41,30735643
107;Amazon.com Inc;2013;20,04918033;21,38114754;47,38714892
107;Amazon.com Inc;2014;20,0703125;17,796875;-29,32518248
107;Amazon.com Inc;2015;19,4453125;25,7734375;100,8484579
107;Amazon.com Inc;2016;14,5;25,25;16,04703008
107;Amazon.com Inc;2017;22,78378378;27,33445946;46,99318014
108;Ambac Financial Group Inc;2014;8,715231788;17,96688742;14,71134567
108;Ambac Financial Group Inc;2015;8,715231788;17,96688742;-46,86705074
108;Ambac Financial Group Inc;2016;8,715231788;17,96688742;47,33222378
108;Ambac Financial Group Inc;2017;8,715231788;17,96688742;-31,09472754
109;Ambarella Inc;2017;9,782258065;12,92137097;13,07339095
110;AMC Entertainment Holdings Inc;2016;8,935185185;11,95833333;39,29221157
110;AMC Entertainment Holdings Inc;2017;9,590206186;13,44329897;-65,86677162
111;AMC Networks Inc;2012;10,46728972;5,700934579;36,92426339
111;AMC Networks Inc;2013;10,5;8,946428571;33,08889042
111;AMC Networks Inc;2014;10,06410256;10,61538462;-3,381508241
111;AMC Networks Inc;2015;10,94166667;6,3;16,66764878
111;AMC Networks Inc;2016;11,04642857;9,548214286;-32,54453103
111;AMC Networks Inc;2017;11,86131387;8,023722628;8,034139043
113;Amedisys Inc;2016;10,7345679;10,12345679;18,34112496
113;Amedisys Inc;2017;11,46938776;10,06632653;31,03292686
114;Amerco;2016;6,99382716;7,521604938;3,631196843
114;Amerco;2017;7,323863636;6,525568182;6,265575234
116;American Airlines Group Inc;2014;22,09183673;26,85204082;97,87960924
116;American Airlines Group Inc;2015;17,68367347;21,76020408;-21,74111224
116;American Airlines Group Inc;2016;16,45081967;27,88934426;17,50086689
116;American Airlines Group Inc;2017;15,78030303;28,29166667;8,917723584
117;American Assets Trust Inc;2016;19,12299465;17,06951872;18,6554985
117;American Assets Trust Inc;2017;19,14186047;21,85465116;-6,870254428
118;American Axle & Manufacturing Holdings Inc;2017;17,95149254;12,74813433;-8,865468093
119;American Campus Communities Inc;2016;6,620320856;10,37433155;29,04054549
119;American Campus Communities Inc;2017;11,28139535;15,60348837;-13,3623331
121;American Electric Power Company Inc;2015;22,79338843;21,86570248;-1,853657608
122;American Equity Investment Life Holding Co;2016;10,25132275;12,29761905;10,47561913
122;American Equity Investment Life Holding Co;2017;11,32629108;12,40140845;33,01224082
123;American Express Co;2008;21,4519774;25,81779661;-81,65413359
123;American Express Co;2009;22,78539823;25,63053097;124,2088502
123;American Express Co;2010;21,98664122;24,05820611;11,83605575
123;American Express Co;2011;22,28311258;27,99917219;10,48873206
123;American Express Co;2012;24,5483871;25,14354839;26,11828108
123;American Express Co;2013;23,54299363;26,91878981;46,11649074
123;American Express Co;2014;24,12928349;22,85903427;3,580346193
123;American Express Co;2015;18,42537313;18,05;-27,26906498
123;American Express Co;2016;23,28995434;19,59703196;15,51899228
123;American Express Co;2017;22,95138889;30,21397569;31,90742673
124;American Financial Group Inc;2009;8,622047244;11,40354331;10,46925899
124;American Financial Group Inc;2010;7,923357664;8,54379562;29,83446505
124;American Financial Group Inc;2011;10,06622517;9,834437086;15,70285719
124;American Financial Group Inc;2012;9,25;10,36833333;9,997668165
124;American Financial Group Inc;2013;8,503289474;13,08717105;39,46931487
124;American Financial Group Inc;2014;8,560509554;13,47292994;10,61836929
124;American Financial Group Inc;2015;8,50617284;13,11111111;18,64843833
124;American Financial Group Inc;2016;9,616402116;12,4457672;22,86436255
124;American Financial Group Inc;2017;10,84741784;12,21361502;26,38337607
125;American Homes 4 Rent;2016;7,326203209;12,94117647;30,16640304
125;American Homes 4 Rent;2017;6,988372093;14,71046512;8,588018015
126;American International Group Inc;2008;31,6952381;30,98095238;-214,9246653
126;American International Group Inc;2009;23,52362205;24,55314961;241,4637125
126;American International Group Inc;2010;22,42335766;25,21532847;83,42185714
126;American International Group Inc;2011;11,97350993;8,960264901;-75,31528092
126;American International Group Inc;2012;11,01;12,075;49,4371328
126;American International Group Inc;2013;8,582236842;15,61348684;35,51544533
