ID_Firm;Firm_Name;Year -1;Industry;ESG-Score;E-Score;S-Score;G-Score;TRJAN;TRFEB;TRMRZ;TRAPR;TRMAI;TRJUN;TRJUL;TRAUG;TRSEP;TROKT;TRNOV;TRDEZ;YEARTR;MRJAN;MRFEB;MRMRZ;MRAPR;MRMAI;MRJUN;MRJUL;MRAUG;MRSEP;MROKT;MRNOV;MRDEZ;SMBJAN;SMBFEB;SMBMRZ;SMBAPR;SMBMAI;SMBJUN;SMBJUL;SMBAUG;SMBSEP;SMBOKT;SMBNOV;SMBDEZ;HMLJAN;HMLFEB;HMLMRZ;HMLAPR;HMLMAI;HMLJUN;HMLJUL;HMLAUG;HMLSEP;HMLOKT;HMLNOV;HMLDEZ;MOMJAN;MOMFEB;MOMMRZ;MOMAPR;MOMMAI;MOMJUN;MOMJUL;MOMAUG;MOMSEP;MOMOKT;MOMNOV;MOMDEZ;YEARMR;YEARSMB;YEARHML;YEARMOM
14;Abbott Laboratories;2015;Pharmaceuticals;79.24356922;18.49494949;33.46212121;27.28649852;-15.17631976;2.351387055;7.976251937;-6.042472354;1.876606685;0.025445294;14.54393749;-6.100558661;-1.260798507;-6.62340868;-3.717754174;0.893091672;-11.254592;-3.11;6.13;-1.12;0.59;1.36;-1.53;1.54;-6.04;-3.08;7.75;0.56;-2.17;-0.56;0.48;3.02;-2.97;0.87;2.83;-4.14;0.48;-2.64;-1.97;3.64;-2.82;-3.47;-1.79;-0.46;1.86;-1.37;-0.79;-4.12;2.68;0.52;-0.08;-0.52;-2.58;3.87;-2.84;2.98;-7.37;6.01;3.04;10.28;-2.07;5.32;-3.97;2.28;3.44;0.073333333;-0.315;-0.843333333;1.7475
14;Abbott Laboratories;2016;Pharmaceuticals;82.40722016;20.26470588;34.01470588;28.12780839;9.449234758;9.951219516;-1.486246672;-1.446992487;4.628780934;8.022222225;1.726195972;3.578690525;6.48573139;2.122704298;3.831276476;1.241795282;48.10461222;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
16;Abercrombie & Fitch Co;2015;Specialty Retailers;57.49935951;18.66549296;15.02288732;23.81097923;-2.814814815;10.70884146;9.2854794;-15.73139975;-25.58922559;-10.88420254;16.28298709;-13.37518107;-12.14246485;-8.055380742;-1.951547777;-16.49269311;-70.75960229;-3.11;6.13;-1.12;0.59;1.36;-1.53;1.54;-6.04;-3.08;7.75;0.56;-2.17;-0.56;0.48;3.02;-2.97;0.87;2.83;-4.14;0.48;-2.64;-1.97;3.64;-2.82;-3.47;-1.79;-0.46;1.86;-1.37;-0.79;-4.12;2.68;0.52;-0.08;-0.52;-2.58;3.87;-2.84;2.98;-7.37;6.01;3.04;10.28;-2.07;5.32;-3.97;2.28;3.44;0.073333333;-0.315;-0.843333333;1.7475
16;Abercrombie & Fitch Co;2016;Specialty Retailers;64.64790165;19.49393939;20.10606061;25.04790165;-3.249999998;5.281690141;1.4557364;-2.042483661;11.676397;-5.047911667;-20.90032154;31.54640921;15.7051282;-6.994459833;28.73900293;0.403225808;56.57241299;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
22;Acadia Realty Trust;2016;Residential & Commercial REITs;55.2188378;9.165116279;22.00348837;24.05023315;-2.570379438;2.136479593;-5.329734705;-2.742474917;-6.636863825;3.759896955;6.978417263;-3.530598523;1.116962623;-1.642208247;-1.16361072;-1.431248804;-11.05536275;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
30;ACI Worldwide Inc;2016;Software & IT Services;56.39402013;12.58550186;19.82992565;23.97859262;6.887052341;0.668724279;9.299948902;0.279981336;6.375058168;-2.527233115;3.576218151;-1.769529566;2.428057555;5.706760315;-4.74604496;-0.917832167;25.26116124;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
49;Advanced Micro Devices Inc;2013;Semiconductors & Semiconductor Equipment;77.77109271;25.51052632;28.09736842;24.16319797;-11.36950904;4.802259889;8.086253368;5.412371134;-2.200488996;4.750000002;-6.682577566;6.649616369;-18.22541967;-17.88856305;1.454545454;-4.301075269;-29.51258737;5.57;1.29;1.29;1.55;2.8;-1.2;5.65;-2.71;3.77;4.18;3.12;2.81;0.39;-0.45;-0.45;-2.42;1.67;1.22;1.86;0.3;2.93;-1.49;1.24;-0.5;0.95;0.03;0.03;0.63;2.6;-0.18;0.56;-2.78;-1.19;1.14;0.24;-0.31;-1.88;1.31;1.31;0.25;-1.8;0.59;1.74;0.05;2.97;0.16;0.4;0.07;2.343333333;0.358333333;0.143333333;0.430833333
49;Advanced Micro Devices Inc;2015;Semiconductors & Semiconductor Equipment;85.31161491;27.17672414;29.72198276;28.41290801;-23.34494773;-2.727272726;33.1775701;24.12587413;28.73239437;11.73913043;33.46303502;7.871720115;-7.743658213;4.630969609;23.75;27.27272728;160.9475424;-3.11;6.13;-1.12;0.59;1.36;-1.53;1.54;-6.04;-3.08;7.75;0.56;-2.17;-0.56;0.48;3.02;-2.97;0.87;2.83;-4.14;0.48;-2.64;-1.97;3.64;-2.82;-3.47;-1.79;-0.46;1.86;-1.37;-0.79;-4.12;2.68;0.52;-0.08;-0.52;-2.58;3.87;-2.84;2.98;-7.37;6.01;3.04;10.28;-2.07;5.32;-3.97;2.28;3.44;0.073333333;-0.315;-0.843333333;1.7475
49;Advanced Micro Devices Inc;2016;Semiconductors & Semiconductor Equipment;81.8227567;27.72177419;29.57258065;24.52840187;-8.55379189;35.52014995;0.622406638;-5.338078291;-15.86466165;12.23021583;9.054487177;-4.481998532;0.631412785;-13.84313726;2.17659E-09;-5.601469237;4.375535523;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
57;Aetna Inc;2007;Healthcare Providers & Services;76.24806548;18.95238095;30.6;26.69568452;-7.742941279;-8.1651546;-15.14112903;2.491772448;8.165137614;-14.05852417;1.184307919;5.193855156;-16.29578118;-31.1271116;-15.74083653;30.61411549;-60.62228977;1.4;-1.96;0.68;3.49;3.24;-1.96;-3.73;0.92;3.22;1.8;-4.83;-0.87;0.1;1.32;-0.06;-2.06;0.03;0.77;-2.51;-0.13;-2.29;0.22;-2.63;0.2;-0.11;-0.09;-0.22;-1.15;-0.05;-1.13;-3.34;-2.24;-1.87;-2.59;-1.18;-0.52;0.21;-1.35;2.47;-0.16;-0.26;0.38;2.8;0.11;4.59;4.96;0.93;6.52;0.116666667;-0.586666667;-1.2075;1.766666667
57;Aetna Inc;2009;Healthcare Providers & Services;75.513382;24.72627737;26.12043796;24.66666667;-5.45741325;-1.218708828;17.07235745;-16.47823629;-1.319796951;-9.533607682;5.572403336;-4.057450628;17.72811918;-5.536222715;-0.679405804;3.004726535;-0.903235644;-8.12;-10.1;8.95;10.19;5.21;0.43;7.72;3.33;4.08;-2.59;5.56;2.75;-0.01;0.16;-0.08;4.83;-2.33;2.61;2.07;-0.9;2.45;-4.23;-2.49;6.11;-11.1;-7.25;3.52;5.46;-0.21;-2.71;5.27;7.76;0.92;-4.18;-0.17;0.01;-1.83;4.18;-11.38;-34.39;-12.44;5.29;-5.36;-8.84;-4.93;2.65;0.29;2.91;2.284166667;0.6825;-0.223333333;-5.320833333
57;Aetna Inc;2011;Healthcare Providers & Services;73.65910256;24.35333333;23.59833333;25.7074359;3.98923801;7.667510938;7.271171942;-11.87864033;-7.152588555;-6.262088976;-6.558081821;6.516916253;2.06185567;10.81116258;-2.063492064;7.200740914;11.60370455;1.99;3.49;0.45;2.9;-1.27;-1.75;-2.36;-5.99;-7.59;11.35;-0.28;0.74;-2.46;1.52;2.6;-0.35;-0.71;-0.17;-1.3;-3.06;-3.49;3.41;-0.17;-0.71;0.83;1.08;-1.57;-2.53;-2.07;-0.33;-1.23;-2.44;-1.46;-0.17;-0.34;1.75;-0.32;2.03;3.51;0.07;-0.56;1.78;0.08;-0.31;-2.55;-1.42;3.99;1.94;0.14;-0.4075;-0.706666667;0.686666667
57;Aetna Inc;2012;Healthcare Providers & Services;70.75333182;23.26315789;23.24506579;24.24510814;4.637905306;-4.415637028;8.328035599;12.76776049;5.118384403;1.745396319;1.310640303;-1.215521272;0.993847611;-1.757132134;10.96265293;-0.493254026;37.98307851;5.05;4.42;3.11;-0.85;-6.19;3.89;0.79;2.55;2.73;-1.76;0.78;1.18;2.15;-1.75;-0.6;-0.51;0.02;0.77;-2.59;0.42;0.51;-1.14;0.58;1.47;-1.11;0.09;0.87;-0.46;-0.62;0.44;-0.26;1.32;1.54;3.79;-0.96;3.56;-7.97;-0.3;1.5;3.83;6.6;-1.12;3.07;-2.49;-1.02;0.1;0.38;-2.97;1.308333333;-0.055833333;0.683333333;-0.0325
57;Aetna Inc;2013;Healthcare Providers & Services;72.30043487;22.92993631;24.30095541;25.06954315;-0.065483831;5.483824169;3.108238206;-3.278480757;8.53743877;4.551901999;-4.113005478;5.933187154;-1.375867529;2.174003486;8.238213398;1.82255846;31.01652805;5.57;1.29;1.29;1.55;2.8;-1.2;5.65;-2.71;3.77;4.18;3.12;2.81;0.39;-0.45;-0.45;-2.42;1.67;1.22;1.86;0.3;2.93;-1.49;1.24;-0.5;0.95;0.03;0.03;0.63;2.6;-0.18;0.56;-2.78;-1.19;1.14;0.24;-0.31;-1.88;1.31;1.31;0.25;-1.8;0.59;1.74;0.05;2.97;0.16;0.4;0.07;2.343333333;0.358333333;0.143333333;0.430833333
57;Aetna Inc;2014;Healthcare Providers & Services;68.27168836;18.15432099;22.40740741;27.70995996;3.652058729;7.401014132;7.011551981;-1.335371391;10.38645083;8.044418073;-11.17684318;1.372045677;-6.375149754;5.139688094;-10.48092002;5.226277371;18.86522054;-3.32;4.65;0.43;-0.19;2.06;2.61;-2.04;4.24;-1.97;2.52;2.55;-0.06;0.86;0.32;-1.89;-4.25;-1.85;3.07;-4.24;0.36;-3.83;4.23;-2.09;2.54;-2.09;-0.4;5.08;1.14;-0.27;-0.74;0.01;-0.58;-1.23;-1.68;-2.99;2.06;1.72;2.08;-3.3;-3.85;1.15;0.68;-0.24;0.82;0.53;0;1.05;1.06;0.956666667;-0.564166667;-0.140833333;0.141666667
57;Aetna Inc;2015;Healthcare Providers & Services;70.43555414;19.09259259;26.52248677;24.82047478;-5.592622099;6.667321291;3.424468381;-1.456505186;0.8550815;7.841059602;-5.461907563;1.657842198;-1.215025241;-6.808600377;21.83629761;-5.220116172;16.52729394;-3.11;6.13;-1.12;0.59;1.36;-1.53;1.54;-6.04;-3.08;7.75;0.56;-2.17;-0.56;0.48;3.02;-2.97;0.87;2.83;-4.14;0.48;-2.64;-1.97;3.64;-2.82;-3.47;-1.79;-0.46;1.86;-1.37;-0.79;-4.12;2.68;0.52;-0.08;-0.52;-2.58;3.87;-2.84;2.98;-7.37;6.01;3.04;10.28;-2.07;5.32;-3.97;2.28;3.44;0.073333333;-0.315;-0.843333333;1.7475
57;Aetna Inc;2016;Healthcare Providers & Services;74.00905134;21.07042254;24.01408451;28.9245443;-4.159563125;9.629629631;-0.939732834;6.840615604;7.248093581;4.314668501;1.963298685;2.196876419;1.34480561;7.272449496;5.226887811;0.116550116;41.05457949;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
61;AGCO Corp;2015;Machinery, Tools, Heavy Vehicles, Trains & Ships;58.90459573;20.11157025;13.05578512;25.73724036;7.446574134;1.765107279;0.424328145;4.047480056;-2.639311292;-8.164458301;2.185444514;1.062006855;1.003481467;3.568532034;11.19010507;3.691756273;25.58104623;-3.11;6.13;-1.12;0.59;1.36;-1.53;1.54;-6.04;-3.08;7.75;0.56;-2.17;-0.56;0.48;3.02;-2.97;0.87;2.83;-4.14;0.48;-2.64;-1.97;3.64;-2.82;-3.47;-1.79;-0.46;1.86;-1.37;-0.79;-4.12;2.68;0.52;-0.08;-0.52;-2.58;3.87;-2.84;2.98;-7.37;6.01;3.04;10.28;-2.07;5.32;-3.97;2.28;3.44;0.073333333;-0.315;-0.843333333;1.7475
61;AGCO Corp;2016;Machinery, Tools, Heavy Vehicles, Trains & Ships;60.60556434;20.9692029;14.13858696;25.49777448;8.537849983;-3.793083108;-1.214707815;6.013916498;0.280375266;5.975782355;7.048523519;-4.922030339;8.645066272;-7.048935881;-0.660865928;0.918338515;19.78022934;-5.77;-0.07;6.96;0.92;1.78;-0.05;3.95;0.5;0.25;-2.02;4.86;1.82;-3.36;0.78;0.87;0.68;-0.26;0.65;2.65;1.15;2.02;-4.37;5.49;0.07;2.1;-0.48;1.12;3.26;-1.81;-1.49;-1.13;3.31;-1.48;4.18;8.27;3.6;1.37;-4.09;-5.14;-6.23;1.94;4.21;-3.05;-3.09;-0.56;0.65;-4.22;-0.36;1.094166667;0.530833333;1.620833333;-1.5475
71;AK Steel Holding Corp;2010;Metals & Mining;58.9475739;18.20108696;16.52536232;24.22112462;-2.87110568;2.897830286;-1.251564454;-0.184275186;-5.523488163;3.073904511;-22.90609137;-25.59943615;-29.22077922;27.37003058;-7.203122309;-2.364066193;-63.78216335;-3.36;3.4;6.31;2;-7.89;-5.56;6.93;-4.77;9.54;3.88;0.6;6.82;0.38;1.21;1.43;4.98;0.05;-1.98;0.17;-3;3.92;1.14;3.71;0.69;0.31;3.17;2.1;2.81;-2.38;-4.5;-0.26;-1.96;-3.12;-2.59;-0.9;3.82;-5.38;3.6;3.66;3.22;-0.13;-3;1.88;-0.19;1.35;1.64;2.53;-3.19;1.491666667;1.058333333;-0.291666667;0.499166667
71;AK Steel Holding Corp;2013;Metals & Mining;74.58416483;24.72222222;25.31397306;24.54796954;-13.78048781;-12.65822785;16.26409018;1.449275361;-12.57142857;30.06535948;14.32160804;20;-26.64835165;-5.493133586;-18.56946355;0.337837838;-7.282922114;5.57;1.29;1.29;1.55;2.8;-1.2;5.65;-2.71;3.77;4.18;3.12;2.81;0.39;-0.45;-0.45;-2.42;1.67;1.22;1.86;0.3;2.93;-1.49;1.24;-0.5;0.95;0.03;0.03;0.63;2.6;-0.18;0.56;-2.78;-1.19;1.14;0.24;-0.31;-1.88;1.31;1.31;0.25;-1.8;0.59;1.74;0.05;2.97;0.16;0.4;0.07;2.343333333;0.358333333;0.143333333;0.430833333
71;AK Steel Holding Corp;2014;Metals & Mining;76.92015757;24.66442953;27.15687919;25.09884885;-36.1952862;12.75510204;1.13122172;9.719222461;3.543307088;-26.42585551;-23.77260982;4.745762712;-19.39799331;19.91701245;-17.64705882;-5.882352943;-77.50952813;-3.32;4.65;0.43;-0.19;2.06;2.61;-2.04;4.24;-1.97;2.52;2.55;-0.06;0.86;0.32;-1.89;-4.25;-1.85;3.07;-4.24;0.36;-3.83;4.23;-2.09;2.54;-2.09;-0.4;5.08;1.14;-0.27;-0.74;0.01;-0.58;-1.23;-1.68;-2.99;2.06;1.72;2.08;-3.3;-3.85;1.15;0.68;-0.24;0.82;0.53;0;1.05;1.06;0.956666667;-0.564166667;-0.140833333;0.141666667
